"longitude","latitude","site","LT_data","extra","outlier","climate","rings","MAT","bio2","bio3","bio4","bio5","bio6","bio7","bio8","bio9","bio10","bio11","MAP","bio13","bio14","bio15","bio16","bio17","bio18","bio19","elev","Mgmt_zone","Name","US_L3CODE","US_L3NAME","NA_L3CODE","NA_L3NAME","NA_L2CODE","NA_L2NAME","NA_L1CODE","NA_L1NAME","VEGTYP_LAB","PNV_GROUPS","longitude","latitude","FID","site","RASTERVALU","Value","Count","MUKEY","Data_Source","areasymbol","areaname","musym","muname","SumOfcomppct_r","temp_regime","moisture_subclass","moisture_regime","temp_moist_regime","moist_regime_subclass","temp_moist_regime_subclass","common_name","RR_class","RR_class_name"
-110.4206188,41.90293122,124,1,0,0,"cold.Psummer","mid",27,169,38,9273,268,-172,440,71,-74,148,-91,259,31,15,23,83,48,73,48,2202,"MZ II","Wyoming Basins Management Zone","18","Wyoming Basin","10.1.4","Wyoming Basin","10.1","COLD DESERTS","10","NORTH AMERICAN DESERTS","Sagebrush steppe","25: Sagebrush",-116.7426188,43.11843122,608,609,"135,990",135990,1182458,486009,"gSSURGO","ID675","Owyhee County Area, Idaho","157","Snell-Sharesnout complex, 5 to 40 percent slopes",75,"Frigid","Typic","Xeric","Frigid-Xeric","Xeric-Typic","Frigid/Xeric-Typic","Cool/moist",1,"High"
-110.4090188,41.90293122,125,1,0,0,"cold.Psummer","mid",25,168,38,9227,265,-173,438,69,-76,145,-92,266,32,15,23,85,49,76,49,2195,"MZ II","Wyoming Basins Management Zone","18","Wyoming Basin","10.1.4","Wyoming Basin","10.1","COLD DESERTS","10","NORTH AMERICAN DESERTS","Sagebrush steppe","25: Sagebrush",-116.7426188,43.23063122,518,519,"136,112",136112,616138,486256,"gSSURGO","ID675","Owyhee County Area, Idaho","71","Hardtrigger-Enko complex, 2 to 15 percent slopes",80,"Mesic","Xeric","Aridic","Mesic-Aridic","Aridic bordering on Xeric","Mesic/Aridic bordering on Xeric","Warm/dry bordering on moist",3,"Low"
-110.4322188,41.89358122,126,1,0,0,"cold.Psummer","mid",27,169,38,9260,267,-172,439,72,-75,147,-91,261,31,15,23,84,48,74,48,2227,"MZ II","Wyoming Basins Management Zone","18","Wyoming Basin","10.1.4","Wyoming Basin","10.1","COLD DESERTS","10","NORTH AMERICAN DESERTS","Sagebrush steppe","25: Sagebrush",-116.7310188,43.14648122,606,607,"136,029",136029,823338,486088,"gSSURGO","ID675","Owyhee County Area, Idaho","192","Vitale-Itca-Rubble land complex, 2 to 60 percent slopes",30,"Frigid","Typic","Xeric","Frigid-Xeric","Xeric-Typic","Frigid/Xeric-Typic","Cool/moist",1,"High"
-110.4206188,41.89358122,127,1,0,0,"cold.Psummer","mid",25,167,38,9194,264,-171,435,69,-75,145,-91,267,32,15,22,85,50,76,50,2241,"MZ II","Wyoming Basins Management Zone","18","Wyoming Basin","10.1.4","Wyoming Basin","10.1","COLD DESERTS","10","NORTH AMERICAN DESERTS","Sagebrush steppe","25: Sagebrush",-116.7194188,43.11843122,611,612,"136,080",136080,832997,486192,"gSSURGO","ID675","Owyhee County Area, Idaho","42","Cleavage-Snell complex, 5 to 50 percent slopes",50,"Frigid","Aridic","Xeric","Frigid-Xeric","Xeric bordering on Aridic","Frigid/Xeric bordering on Aridic","Cool/moist bordering on dry",2,"Moderate"
-110.4090188,41.89358122,128,1,0,0,"cold.Psummer","mid",26,167,38,9210,265,-172,437,70,-75,146,-91,266,32,15,23,85,49,76,49,2243,"MZ II","Wyoming Basins Management Zone","18","Wyoming Basin","10.1.4","Wyoming Basin","10.1","COLD DESERTS","10","NORTH AMERICAN DESERTS","Sagebrush steppe","25: Sagebrush",-116.7078188,43.17453122,528,529,"136,051",136051,691224,486131,"gSSURGO","ID675","Owyhee County Area, Idaho","211","Willhill-Cottle-Longcreek complex, 3 to 35 percent slopes",55,"Mesic","Xeric","Aridic","Mesic-Aridic","Aridic bordering on Xeric","Mesic/Aridic bordering on Xeric","Warm/dry bordering on moist",3,"Low"
-110.4902188,41.88423122,129,1,0,0,"cold.Psummer","mid",26,168,38,9204,265,-170,435,70,-75,145,-91,271,32,16,22,85,51,76,52,2222,"MZ II","Wyoming Basins Management Zone","18","Wyoming Basin","10.1.4","Wyoming Basin","10.1","COLD DESERTS","10","NORTH AMERICAN DESERTS","Sagebrush steppe","25: Sagebrush",-116.7078188,46.98933122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-110.4206188,41.88423122,130,1,0,0,"cold.Psummer","mid",25,167,38,9190,263,-171,434,68,-76,144,-92,269,32,16,21,85,51,76,51,2255,"MZ II","Wyoming Basins Management Zone","18","Wyoming Basin","10.1.4","Wyoming Basin","10.1","COLD DESERTS","10","NORTH AMERICAN DESERTS","Sagebrush steppe","25: Sagebrush",-116.6962188,39.71503122,375,376,"131,331",131331,191698,479072,"gSSURGO","NV768","Lander County, Nevada, South Part","170","Beoska-Orovada association",60,"Mesic","Typic","Aridic","Mesic-Aridic","Aridic-Typic","Mesic/Aridic-Typic","Warm/dry",3,"Low"
-110.4090188,41.88423122,131,1,0,0,"cold.Psummer","mid",25,167,38,9214,265,-172,437,69,-75,145,-92,267,32,15,22,85,50,76,50,2280,"MZ II","Wyoming Basins Management Zone","18","Wyoming Basin","10.1.4","Wyoming Basin","10.1","COLD DESERTS","10","NORTH AMERICAN DESERTS","Sagebrush steppe","25: Sagebrush",-116.6962188,39.72438122,372,373,"131,331",131331,191698,479072,"gSSURGO","NV768","Lander County, Nevada, South Part","170","Beoska-Orovada association",60,"Mesic","Typic","Aridic","Mesic-Aridic","Aridic-Typic","Mesic/Aridic-Typic","Warm/dry",3,"Low"
-110.5018188,41.87488122,132,1,0,0,"cold.Psummer","mid",27,168,38,9202,266,-169,435,71,-74,147,-90,270,32,16,22,85,51,76,51,2194,"MZ II","Wyoming Basins Management Zone","18","Wyoming Basin","10.1.4","Wyoming Basin","10.1","COLD DESERTS","10","NORTH AMERICAN DESERTS","Sagebrush steppe","25: Sagebrush",-116.6846188,39.72438122,373,374,"131,314",131314,583357,479055,"gSSURGO","NV768","Lander County, Nevada, South Part","1288","Ricert-Orovada-Tenabo association",55,"Mesic","Typic","Aridic","Mesic-Aridic","Aridic-Typic","Mesic/Aridic-Typic","Warm/dry",3,"Low"
-110.4902188,41.87488122,133,1,0,0,"cold.Psummer","mid",28,169,38,9242,269,-169,438,72,-73,148,-90,263,31,15,23,84,49,74,49,2256,"MZ II","Wyoming Basins Management Zone","18","Wyoming Basin","10.1.4","Wyoming Basin","10.1","COLD DESERTS","10","NORTH AMERICAN DESERTS","Sagebrush steppe","25: Sagebrush",-116.6730188,39.72438122,374,375,"131,314",131314,583357,479055,"gSSURGO","NV768","Lander County, Nevada, South Part","1288","Ricert-Orovada-Tenabo association",55,"Mesic","Typic","Aridic","Mesic-Aridic","Aridic-Typic","Mesic/Aridic-Typic","Warm/dry",3,"Low"
-110.4786188,41.87488122,134,1,0,0,"cold.Psummer","mid",26,167,38,9190,266,-169,435,70,-74,146,-90,270,32,16,22,85,51,76,51,2232,"MZ II","Wyoming Basins Management Zone","18","Wyoming Basin","10.1.4","Wyoming Basin","10.1","COLD DESERTS","10","NORTH AMERICAN DESERTS","Sagebrush steppe","25: Sagebrush",-116.6034188,39.07923122,339,340,"132,822",132822,1333324,480881,"gSSURGO","NV781","Nye County, Nevada, Northwest Part","2361","Dewar-Shabliss-Alley association",85,"Mesic","Xeric","Aridic","Mesic-Aridic","Aridic bordering on Xeric","Mesic/Aridic bordering on Xeric","Warm/dry bordering on moist",3,"Low"
-110.4670188,41.87488122,135,1,0,0,"cold.Psummer","mid",26,167,38,9201,266,-170,436,70,-75,146,-91,269,32,16,21,85,51,76,51,2252,"MZ II","Wyoming Basins Management Zone","18","Wyoming Basin","10.1.4","Wyoming Basin","10.1","COLD DESERTS","10","NORTH AMERICAN DESERTS","Sagebrush steppe","25: Sagebrush",-116.5918188,38.47148122,300,301,"132,735",132735,227190,480787,"gSSURGO","NV781","Nye County, Nevada, Northwest Part","1551","Sevenmile fine sandy loam, 0 to 2 percent slopes",85,"Mesic","Xeric","Aridic","Mesic-Aridic","Aridic bordering on Xeric","Mesic/Aridic bordering on Xeric","Warm/dry bordering on moist",3,"Low"
-107.0334188,38.49018122,136,1,0,0,"cold.Psummer","mid",34,197,41,9498,270,-207,477,143,-24,150,-97,313,43,19,28,114,62,101,69,2316,"MZ VII","Colorado Plateau Management Zone","21","Southern Rockies","6.2.14","Southern Rockies","6.2","WESTERN CORDILLERA","6","NORTHWESTERN FORESTED MOUNTAINS","Great Basin sagebrush","63: Water",-116.5570188,45.00713122,662,663,"1,458",1458,19184656,661917,"STATSGO2","US","United States","s2060","Ticanot-Riggins-Meland-Bluebell (s2060)",51,"Cryic","Typic","Xeric","Cryic-Xeric","Xeric-Typic","Cryic/Xeric-Typic","Cold/moist",1,"High"
-107.0218188,38.49018122,137,1,0,0,"cold.Psummer","mid",30,196,41,9512,265,-211,476,139,80,146,-101,326,44,20,27,118,65,105,73,2378,"MZ VII","Colorado Plateau Management Zone","21","Southern Rockies","6.2.14","Southern Rockies","6.2","WESTERN CORDILLERA","6","NORTHWESTERN FORESTED MOUNTAINS","Great Basin sagebrush","63: Water",-116.5106188,38.92963122,393,394,"6,127",6127,13627288,670780,"STATSGO2","US","United States","s5864","Ravenswood variant-Packer-Nulligam-Layview-Hackwood-Foxvire (s5864)",45,"Cryic","Typic","Xeric","Cryic-Xeric","Xeric-Typic","Cryic/Xeric-Typic","Cold/moist",1,"High"
-107.1030188,38.48083122,138,1,0,0,"cold.Psummer","mid",38,197,41,9435,275,-201,476,147,-19,154,-92,316,42,19,26,113,64,100,69,2315,"MZ VII","Colorado Plateau Management Zone","21","Southern Rockies","6.2.14","Southern Rockies","6.2","WESTERN CORDILLERA","6","NORTHWESTERN FORESTED MOUNTAINS","Great Basin sagebrush","3: Pine - Douglas fir",-116.4874188,37.90113122,376,377,"132,894",132894,4012132,480964,"gSSURGO","NV783","Nye County, Nevada, Northeast Part","3420","Squawtip-Bellehelen-Rock outcrop association",45,"Frigid","Typic","Xeric","Frigid-Xeric","Xeric-Typic","Frigid/Xeric-Typic","Cool/moist",1,"High"
-107.1494188,38.47148122,139,1,0,0,"cold.Psummer","mid",38,197,41,9342,273,-200,473,147,-19,153,-90,324,43,19,26,115,66,101,70,2297,"MZ VII","Colorado Plateau Management Zone","21","Southern Rockies","6.2.14","Southern Rockies","6.2","WESTERN CORDILLERA","6","NORTHWESTERN FORESTED MOUNTAINS","Great Basin sagebrush","63: Water",-116.4874188,41.36063122,447,448,"130,006",130006,415717,477101,"gSSURGO","NV763","Northwest Elko County Area, Nevada, Part of Elko and Eureka Counties","1686","Carstump-Reluctan-Ninemile association, steep",85,"Frigid","Xeric","Aridic","Frigid-Aridic","Aridic bordering on Xeric","Frigid/Aridic bordering on Xeric","Cool/dry bordering on moist",2,"Moderate"
-107.1378188,38.47148122,140,1,0,0,"cold.Psummer","mid",38,197,41,9349,274,-200,474,146,-20,153,-90,325,43,20,25,115,66,102,70,2316,"MZ VII","Colorado Plateau Management Zone","21","Southern Rockies","6.2.14","Southern Rockies","6.2","WESTERN CORDILLERA","6","NORTHWESTERN FORESTED MOUNTAINS","Great Basin sagebrush","3: Pine - Douglas fir",-116.4410188,44.84818122,659,660,"64,021",64021,1954657,81181,"gSSURGO","ID656","Adams-Washington Area, Parts of Adams and Washington Counties, Idaho","177","Riggins extremely stony loam, 30 to 50 percent slopes",90,"Mesic","Typic","Xeric","Mesic-Xeric","Xeric-Typic","Mesic/Xeric-Typic","Warm/moist",2,"Moderate"
-107.1262188,38.47148122,141,1,1,0,"cold.Psummer","mid",36,196,41,9344,271,-202,473,144,-22,151,-92,328,43,20,25,116,67,103,72,2318,"MZ VII","Colorado Plateau Management Zone","21","Southern Rockies","6.2.14","Southern Rockies","6.2","WESTERN CORDILLERA","6","NORTHWESTERN FORESTED MOUNTAINS","Great Basin sagebrush","3: Pine - Douglas fir",-116.4178188,39.01378122,345,346,"6,180",6180,3253193,670790,"STATSGO2","US","United States","s5874","Zadvar-Umil-Cath-Allker (s5874)",78,"Mesic","Xeric","Aridic","Mesic-Aridic","Aridic bordering on Xeric","Mesic/Aridic bordering on Xeric","Warm/dry bordering on moist",3,"Low"
-107.1378188,38.46213122,142,1,0,0,"cold.Psummer","mid",39,197,41,9372,275,-199,474,148,-18,155,-89,321,43,19,27,115,64,101,69,2255,"MZ VII","Colorado Plateau Management Zone","21","Southern Rockies","6.2.14","Southern Rockies","6.2","WESTERN CORDILLERA","6","NORTHWESTERN FORESTED MOUNTAINS","Great Basin sagebrush","63: Water",-116.3714188,43.85708122,639,640,"63,145",63145,174321,80705,"gSSURGO","ID660","Gem County Area, Idaho","VdF","Van Dusen loam, 30 to 60 percent slopes",100,"Mesic","Typic","Xeric","Mesic-Xeric","Xeric-Typic","Mesic/Xeric-Typic","Warm/moist",2,"Moderate"
-107.2074188,38.45278122,143,1,0,0,"cold.Psummer","mid",38,196,41,9259,272,-198,470,146,86,152,-88,338,44,20,24,118,69,104,72,2321,"MZ VII","Colorado Plateau Management Zone","21","Southern Rockies","6.2.14","Southern Rockies","6.2","WESTERN CORDILLERA","6","NORTHWESTERN FORESTED MOUNTAINS","Great Basin sagebrush","63: Water",-116.3018188,36.40513122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-107.1030188,38.27513122,144,0,1,0,"cold.Psummer","mid",32,196,41,9178,262,-206,468,139,-72,145,-93,346,49,20,31,129,68,114,70,2498,"MZ VII","Colorado Plateau Management Zone","21","Southern Rockies","6.2.14","Southern Rockies","6.2","WESTERN CORDILLERA","6","NORTHWESTERN FORESTED MOUNTAINS","Great Basin sagebrush","25: Sagebrush",-116.1742188,40.16383122,371,372,"132,026",132026,412937,479777,"gSSURGO","NV776","Eureka County Area, Nevada","1352","Cortez-Tenvorrd association",85,"Mesic","Xeric","Aridic","Mesic-Aridic","Aridic bordering on Xeric","Mesic/Aridic bordering on Xeric","Warm/dry bordering on moist",3,"Low"
-106.9290188,38.45278122,145,0,1,0,"cold.Psummer","mid",21,193,40,9427,252,-219,471,131,69,137,-108,371,49,22,26,130,72,116,87,2551,"MZ VII","Colorado Plateau Management Zone","21","Southern Rockies","6.2.14","Southern Rockies","6.2","WESTERN CORDILLERA","6","NORTHWESTERN FORESTED MOUNTAINS","Great Basin sagebrush","25: Sagebrush",-116.1742188,40.17318122,370,371,"132,020",132020,909091,479771,"gSSURGO","NV776","Eureka County Area, Nevada","1232","Perwick-Tulase association",85,"Mesic","Xeric","Aridic","Mesic-Aridic","Aridic bordering on Xeric","Mesic/Aridic bordering on Xeric","Warm/dry bordering on moist",3,"Low"
-113.5062188,39.31298122,146,0,1,0,"warm.Psummer","mid",107,175,38,9312,350,-99,449,99,-12,229,-12,174,21,8,26,56,27,44,27,1356,"MZ III","Southern Great Basin Management Zone","13","Central Basin and Range","10.1.5","Central Basin and Range","10.1","COLD DESERTS","10","NORTH AMERICAN DESERTS",NA,"28: Desert shrub",-116.1626188,44.66118122,663,664,"1,201",1201,4257832,661921,"STATSGO2","US","United States","s2064","Quartzburg-Pyle-Bryan (s2064)",56,"Cryic","Typic","Udic","Cryic-Udic","Udic-Typic","Cryic/Udic-Typic","Cold/moist",1,"High"
-110.7802188,38.20968122,147,0,1,0,"warm.Psummer","mid",109,159,36,9394,336,-98,434,222,-12,231,-12,182,26,9,34,69,31,57,31,1645,NA,NA,"20","Colorado Plateaus","10.1.6","Colorado Plateaus","10.1","COLD DESERTS","10","NORTH AMERICAN DESERTS",NA,"62: Barren",-116.1626188,45.58683122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-109.8638188,38.99508122,148,0,1,0,"warm.Psummer","mid",106,159,35,9745,340,-105,445,177,-21,232,-21,226,26,12,24,75,44,58,44,1582,"MZ VII","Colorado Plateau Management Zone","20","Colorado Plateaus","10.1.6","Colorado Plateaus","10.1","COLD DESERTS","10","NORTH AMERICAN DESERTS",NA,"22: Juniper - Pinyon",-116.1394188,40.19188122,369,370,"132,016",132016,427725,479767,"gSSURGO","NV776","Eureka County Area, Nevada","1201","Tulase silt loam, 2 to 8 percent slopes",100,"Mesic","Xeric","Aridic","Mesic-Aridic","Aridic bordering on Xeric","Mesic/Aridic bordering on Xeric","Warm/dry bordering on moist",3,"Low"
-108.8662188,40.74353122,149,1,0,0,"warm.Psummer","mid",71,183,40,9017,313,-138,451,117,-46,187,-46,243,28,10,26,75,38,63,38,1767,"MZ II","Wyoming Basins Management Zone","18","Wyoming Basin","10.1.4","Wyoming Basin","10.1","COLD DESERTS","10","NORTH AMERICAN DESERTS",NA,"22: Juniper - Pinyon",-116.1394188,43.37088122,588,589,"214,775",214775,1308551,2519229,"gSSURGO","ID001","Ada County, Idaho","4105","Chilcott-Catchell-Chardoton complex, 0 to 4 percent slopes",75,"Mesic","Xeric","Aridic","Mesic-Aridic","Aridic bordering on Xeric","Mesic/Aridic bordering on Xeric","Warm/dry bordering on moist",3,"Low"
-108.8778188,40.72483122,150,1,0,0,"warm.Psummer","mid",72,183,40,9043,314,-138,452,118,-46,188,-46,244,29,10,27,75,38,63,38,1642,"MZ II","Wyoming Basins Management Zone","18","Wyoming Basin","10.1.4","Wyoming Basin","10.1","COLD DESERTS","10","NORTH AMERICAN DESERTS",NA,"22: Juniper - Pinyon",-116.1394188,44.23108122,660,661,"224,828",224828,98173,154194,"gSSURGO","ID652","Valley Area, Idaho, Parts of Adams and Valley Counties","57","Takeuchi coarse sandy loam, 3 to 35 percent slopes",80,"Frigid","Typic","Xeric","Frigid-Xeric","Xeric-Typic","Frigid/Xeric-Typic","Cool/moist",1,"High"
-111.0818188,38.93898122,151,0,1,0,"warm.Psummer","mid",86,158,37,9110,307,-119,426,195,-21,204,-33,205,28,12,31,76,38,65,38,1840,"MZ III","Southern Great Basin Management Zone","20","Colorado Plateaus","10.1.6","Colorado Plateaus","10.1","COLD DESERTS","10","NORTH AMERICAN DESERTS",NA,"22: Juniper - Pinyon",-116.1278188,40.21993122,368,369,"132,020",132020,909091,479771,"gSSURGO","NV776","Eureka County Area, Nevada","1232","Perwick-Tulase association",85,"Mesic","Xeric","Aridic","Mesic-Aridic","Aridic bordering on Xeric","Mesic/Aridic bordering on Xeric","Warm/dry bordering on moist",3,"Low"
-114.0282188,44.67988122,152,0,1,0,"warm.Psummer","mid",66,166,38,8927,305,-127,432,155,-27,179,-52,230,36,10,39,90,35,78,41,1463,"MZ IV","Snake River Plain Management Zone","17","Middle Rockies","6.2.10","Middle Rockies","6.2","WESTERN CORDILLERA","6","NORTHWESTERN FORESTED MOUNTAINS",NA,"3: Pine - Douglas fir",-116.1162188,43.35218122,590,591,"214,775",214775,1308551,2519229,"gSSURGO","ID001","Ada County, Idaho","4105","Chilcott-Catchell-Chardoton complex, 0 to 4 percent slopes",75,"Mesic","Xeric","Aridic","Mesic-Aridic","Aridic bordering on Xeric","Mesic/Aridic bordering on Xeric","Warm/dry bordering on moist",3,"Low"
-112.9030188,43.60463122,153,1,0,0,"warm.Psummer","mid",60,166,35,9798,308,-155,463,111,132,184,-70,228,34,12,34,87,44,62,53,1492,"MZ IV","Snake River Plain Management Zone","12","Snake River Plain","10.1.8","Snake River Plain","10.1","COLD DESERTS","10","NORTH AMERICAN DESERTS","Sagebrush steppe","25: Sagebrush",-116.1046188,43.36153122,594,595,"208,554",208554,249361,2496655,"gSSURGO","ID001","Ada County, Idaho","31","Chilcott silt loam, bedrock substratum, 2 to 4 percent slopes",90,"Mesic","Xeric","Aridic","Mesic-Aridic","Aridic bordering on Xeric","Mesic/Aridic bordering on Xeric","Warm/dry bordering on moist",3,"Low"
-108.5414188,42.73508122,154,1,0,0,"warm.Psummer","mid",66,158,35,9886,306,-143,449,115,-61,194,-61,255,48,10,50,114,32,61,32,1706,"MZ II","Wyoming Basins Management Zone","18","Wyoming Basin","10.1.4","Wyoming Basin","10.1","COLD DESERTS","10","NORTH AMERICAN DESERTS",NA,"25: Sagebrush",-116.0930188,43.36153122,589,590,"208,554",208554,249361,2496655,"gSSURGO","ID001","Ada County, Idaho","31","Chilcott silt loam, bedrock substratum, 2 to 4 percent slopes",90,"Mesic","Xeric","Aridic","Mesic-Aridic","Aridic bordering on Xeric","Mesic/Aridic bordering on Xeric","Warm/dry bordering on moist",3,"Low"
-108.5066188,44.09083122,155,1,0,0,"warm.Psummer","mid",61,162,37,9075,291,-142,433,105,-54,181,-54,273,50,9,57,124,29,92,29,1670,"MZ II","Wyoming Basins Management Zone","18","Wyoming Basin","10.1.4","Wyoming Basin","10.1","COLD DESERTS","10","NORTH AMERICAN DESERTS",NA,"25: Sagebrush",-116.0814188,43.36153122,595,596,"208,557",208557,505403,2496658,"gSSURGO","ID001","Ada County, Idaho","34","Chilcott-Sebree complex, 0 to 2 percent slopes",90,"Mesic","Xeric","Aridic","Mesic-Aridic","Aridic bordering on Xeric","Mesic/Aridic bordering on Xeric","Warm/dry bordering on moist",3,"Low"
-108.4950188,43.95058122,156,1,0,0,"warm.Psummer","mid",65,163,37,9136,295,-142,437,109,-52,185,-52,267,50,9,56,122,27,89,27,1648,"MZ II","Wyoming Basins Management Zone","18","Wyoming Basin","10.1.4","Wyoming Basin","10.1","COLD DESERTS","10","NORTH AMERICAN DESERTS",NA,"25: Sagebrush",-116.0466188,43.94123122,661,662,"215,253",215253,462661,2519824,"gSSURGO","ID683","Boise County Area, Idaho, Western Part","715","Eagleson-Kosh complex, 25 to 90 percent slopes",80,"Frigid","Typic","Xeric","Frigid-Xeric","Xeric-Typic","Frigid/Xeric-Typic","Cool/moist",1,"High"
-112.2882188,43.77293122,157,1,0,0,"warm.Psummer","mid",59,161,35,9737,304,-149,453,111,-48,182,-70,245,35,15,30,89,50,65,53,1470,"MZ IV","Snake River Plain Management Zone","12","Snake River Plain","10.1.8","Snake River Plain","10.1","COLD DESERTS","10","NORTH AMERICAN DESERTS","Sagebrush steppe","25: Sagebrush",-115.9770188,43.91318122,674,675,"215,222",215222,41641,2519793,"gSSURGO","ID683","Boise County Area, Idaho, Western Part","425","Middlefork-Brassey complex, 3 to 15 percent slopes",80,"Frigid","Typic","Xeric","Frigid-Xeric","Xeric-Typic","Frigid/Xeric-Typic","Cool/moist",1,"High"
-107.2538188,43.20258122,158,1,0,0,"cold.Psummer","mid",57,152,35,9312,290,-140,430,100,-60,181,-60,285,49,11,48,124,34,83,34,1870,"MZ II","Wyoming Basins Management Zone","18","Wyoming Basin","10.1.4","Wyoming Basin","10.1","COLD DESERTS","10","NORTH AMERICAN DESERTS",NA,"25: Sagebrush",-115.9654188,41.87488122,467,468,"7,715",7715,4388073,670428,"STATSGO2","US","United States","s5512","Typic Argixerolls-Rock outcrop-Haypress-Hapgood-Graylock-Glean (s5512)",35,"Frigid","Typic","Xeric","Frigid-Xeric","Xeric-Typic","Frigid/Xeric-Typic","Cool/moist",1,"High"
-108.4602188,42.79118122,159,1,0,0,"warm.Psummer","mid",62,158,35,9818,301,-146,447,110,-65,189,-65,252,47,10,49,113,31,64,31,1770,"MZ II","Wyoming Basins Management Zone","18","Wyoming Basin","10.1.4","Wyoming Basin","10.1","COLD DESERTS","10","NORTH AMERICAN DESERTS","Sagebrush steppe","25: Sagebrush",-115.9190188,45.44658122,645,646,"761",761,28326189,661787,"STATSGO2","US","United States","s1930","Cryoboralfs-Andic Dystrochrepts-Andic Cryochrepts (s1930)",3,"Cryic","Typic","Xeric","Cryic-Xeric","Xeric-Typic","Cryic/Xeric-Typic","Cold/moist",1,"High"
-107.9730188,42.47328122,160,1,0,0,"warm.Psummer","mid",55,146,34,9404,287,-132,419,99,-64,179,-64,244,41,11,41,100,34,66,34,2012,"MZ II","Wyoming Basins Management Zone","18","Wyoming Basin","10.1.4","Wyoming Basin","10.1","COLD DESERTS","10","NORTH AMERICAN DESERTS","Sagebrush steppe","25: Sagebrush",-115.8842188,43.74488122,673,674,"215,158",215158,548947,2519726,"gSSURGO","ID683","Boise County Area, Idaho, Western Part","718","Charters-Crumley-Eagleson complex, 35 to 90 percent slopes",85,"Frigid","Typic","Xeric","Frigid-Xeric","Xeric-Typic","Frigid/Xeric-Typic","Cool/moist",1,"High"
-109.8058188,41.16428122,161,1,0,0,"warm.Psummer","mid",58,152,37,8803,283,-124,407,97,-52,174,-52,244,32,10,31,86,34,72,34,2130,"MZ II","Wyoming Basins Management Zone","18","Wyoming Basin","10.1.4","Wyoming Basin","10.1","COLD DESERTS","10","NORTH AMERICAN DESERTS","Sagebrush steppe","25: Sagebrush",-115.8726188,41.00533122,453,454,"131,193",131193,2746005,478933,"gSSURGO","NV767","Elko County, Nevada, Central Part","482","Hunnton-Wieland-Hunnton, gravelly association",85,"Mesic","Xeric","Aridic","Mesic-Aridic","Aridic bordering on Xeric","Mesic/Aridic bordering on Xeric","Warm/dry bordering on moist",3,"Low"
-109.0170188,40.48173122,162,1,0,0,"warm.Psummer","mid",64,164,37,9219,299,-137,436,55,-55,184,-55,294,32,15,22,86,50,76,50,1978,"MZ II","Wyoming Basins Management Zone","20","Colorado Plateaus","10.1.6","Colorado Plateaus","10.1","COLD DESERTS","10","NORTH AMERICAN DESERTS",NA,"28: Desert shrub",-115.7450188,43.04363122,502,503,"214,895",214895,629566,2519460,"gSSURGO","ID685","Elmore County Area, Idaho, Parts of Elmore and Owyhee Counties","105","Minveno silt loam, 0 to 4 percent slopes",80,"Mesic","Xeric","Aridic","Mesic-Aridic","Aridic bordering on Xeric","Mesic/Aridic bordering on Xeric","Warm/dry bordering on moist",3,"Low"
-108.9938188,40.47238122,163,1,0,0,"warm.Psummer","mid",65,165,37,9239,301,-138,439,56,-55,185,-55,294,32,15,22,86,50,76,50,1767,"MZ II","Wyoming Basins Management Zone","20","Colorado Plateaus","10.1.6","Colorado Plateaus","10.1","COLD DESERTS","10","NORTH AMERICAN DESERTS",NA,"25: Sagebrush",-115.7450188,43.05298122,501,502,"214,895",214895,629566,2519460,"gSSURGO","ID685","Elmore County Area, Idaho, Parts of Elmore and Owyhee Counties","105","Minveno silt loam, 0 to 4 percent slopes",80,"Mesic","Xeric","Aridic","Mesic-Aridic","Aridic bordering on Xeric","Mesic/Aridic bordering on Xeric","Warm/dry bordering on moist",3,"Low"
-109.0402188,40.46303122,164,1,1,0,"warm.Psummer","mid",65,164,37,9223,300,-137,437,109,-55,184,-55,291,32,15,21,85,50,75,50,2064,"MZ II","Wyoming Basins Management Zone","20","Colorado Plateaus","10.1.6","Colorado Plateaus","10.1","COLD DESERTS","10","NORTH AMERICAN DESERTS",NA,"25: Sagebrush",-115.7334188,43.41763122,657,658,"214,946",214946,515537,2519511,"gSSURGO","ID685","Elmore County Area, Idaho, Parts of Elmore and Owyhee Counties","151","Simonton-Elkcreek complex, 10 to 50 percent slopes",75,"Frigid","Typic","Xeric","Frigid-Xeric","Xeric-Typic","Frigid/Xeric-Typic","Cool/moist",1,"High"
