site,longitude,latitude,model,var,mag,baseline,predicted,climate,rings,Comp.1,Comp.2,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19
191,-107.6946188,41.06143122,AK,temp,2,6.240606461,7.142070773,cold.Psummer,mid,0.861206966,-3.118694556,49,167,38,9151,285,-148,433,94,-69,167,-69,313,34,18,17,91,60,82,60
191,-107.6946188,41.06143122,DRS,ppt,1.1,66.66666667,66.66666667,cold.Psummer,mid,0.861206966,-3.118694556,49,167,38,9151,285,-148,433,94,-69,167,-69,313,34,18,17,91,60,82,60
191,-107.6946188,41.06143122,AK,ppt,1.1,6.240606461,6.243924697,cold.Psummer,mid,0.861206966,-3.118694556,49,167,38,9151,285,-148,433,94,-69,167,-69,313,34,18,17,91,60,82,60
191,-107.6946188,41.06143122,randfor,temp,4,21.2768002,26.1023006,cold.Psummer,mid,0.861206966,-3.118694556,49,167,38,9151,285,-148,433,94,-69,167,-69,313,34,18,17,91,60,82,60
191,-107.6946188,41.06143122,AK,temp,4,6.240606461,8.173752862,cold.Psummer,mid,0.861206966,-3.118694556,49,167,38,9151,285,-148,433,94,-69,167,-69,313,34,18,17,91,60,82,60
191,-107.691,41.058,DGVM-full-400ppm,ppt,0.9,13.18,11.96466667,cold.Psummer,mid,0.861206966,-3.118694556,49,167,38,9151,285,-148,433,94,-69,167,-69,313,34,18,17,91,60,82,60
191,-107.691,41.058,DGVM-full-400ppm,temp,2,13.18,9.481,cold.Psummer,mid,0.861206966,-3.118694556,49,167,38,9151,285,-148,433,94,-69,167,-69,313,34,18,17,91,60,82,60
191,-107.6946188,41.06143122,AK,ppt,1.2,6.240606461,6.247244698,cold.Psummer,mid,0.861206966,-3.118694556,49,167,38,9151,285,-148,433,94,-69,167,-69,313,34,18,17,91,60,82,60
191,-107.6946188,41.06143122,randfor,ppt,0.9,21.2768002,23.2346992,cold.Psummer,mid,0.861206966,-3.118694556,49,167,38,9151,285,-148,433,94,-69,167,-69,313,34,18,17,91,60,82,60
192,-108.074,41.05,DGVM-full-400ppm,temp,2,15.70566667,6.913333333,cold.Psummer,mid,0.971742955,-3.097883694,43,166,38,8914,276,-150,426,85,-71,159,-71,304,33,17,19,90,55,83,55
192,-108.0774188,41.05208122,AK,temp,4,6.240606461,8.272821896,cold.Psummer,mid,0.971742955,-3.097883694,43,166,38,8914,276,-150,426,85,-71,159,-71,304,33,17,19,90,55,83,55
192,-108.074,41.05,DGVM-full-400ppm,ppt,0.9,15.70566667,12.31466667,cold.Psummer,mid,0.971742955,-3.097883694,43,166,38,8914,276,-150,426,85,-71,159,-71,304,33,17,19,90,55,83,55
192,-108.0774188,41.05208122,DRS,ppt,1.2,53.33333333,53.33333333,cold.Psummer,mid,0.971742955,-3.097883694,43,166,38,8914,276,-150,426,85,-71,159,-71,304,33,17,19,90,55,83,55
192,-108.0774188,41.05208122,DRS,temp,0.2,53.33333333,56.66666667,cold.Psummer,mid,0.971742955,-3.097883694,43,166,38,8914,276,-150,426,85,-71,159,-71,304,33,17,19,90,55,83,55
192,-108.0774188,41.05208122,DRS,ppt,1.1,53.33333333,53.33333333,cold.Psummer,mid,0.971742955,-3.097883694,43,166,38,8914,276,-150,426,85,-71,159,-71,304,33,17,19,90,55,83,55
192,-108.0774188,41.05208122,AK,temp,2,6.240606461,7.185222737,cold.Psummer,mid,0.971742955,-3.097883694,43,166,38,8914,276,-150,426,85,-71,159,-71,304,33,17,19,90,55,83,55
192,-108.0774188,41.05208122,AK,temp,0.2,6.240606461,6.329190103,cold.Psummer,mid,0.971742955,-3.097883694,43,166,38,8914,276,-150,426,85,-71,159,-71,304,33,17,19,90,55,83,55
192,-108.0774188,41.05208122,randfor,ppt,1.2,17.8633995,19.5755005,cold.Psummer,mid,0.971742955,-3.097883694,43,166,38,8914,276,-150,426,85,-71,159,-71,304,33,17,19,90,55,83,55
192,-108.0774188,41.05208122,DRS,temp,2,53.33333333,70,cold.Psummer,mid,0.971742955,-3.097883694,43,166,38,8914,276,-150,426,85,-71,159,-71,304,33,17,19,90,55,83,55
192,-108.0774188,41.05208122,AK,ppt,1.2,6.240606461,6.072056962,cold.Psummer,mid,0.971742955,-3.097883694,43,166,38,8914,276,-150,426,85,-71,159,-71,304,33,17,19,90,55,83,55
192,-108.074,41.05,DGVM-full-400ppm,temp,4,15.70566667,7.060666667,cold.Psummer,mid,0.971742955,-3.097883694,43,166,38,8914,276,-150,426,85,-71,159,-71,304,33,17,19,90,55,83,55
192,-108.0774188,41.05208122,randfor,temp,4,17.8633995,19.1856995,cold.Psummer,mid,0.971742955,-3.097883694,43,166,38,8914,276,-150,426,85,-71,159,-71,304,33,17,19,90,55,83,55
192,-108.0774188,41.05208122,DRS,ppt,0.9,53.33333333,46.66666667,cold.Psummer,mid,0.971742955,-3.097883694,43,166,38,8914,276,-150,426,85,-71,159,-71,304,33,17,19,90,55,83,55
192,-108.074,41.05,DGVM-full-400ppm,temp,0.2,15.70566667,13.67666667,cold.Psummer,mid,0.971742955,-3.097883694,43,166,38,8914,276,-150,426,85,-71,159,-71,304,33,17,19,90,55,83,55
192,-108.0774188,41.05208122,randfor,ppt,0.9,17.8633995,17.7826996,cold.Psummer,mid,0.971742955,-3.097883694,43,166,38,8914,276,-150,426,85,-71,159,-71,304,33,17,19,90,55,83,55
192,-108.0774188,41.05208122,AK,ppt,0.9,6.240606461,6.326627665,cold.Psummer,mid,0.971742955,-3.097883694,43,166,38,8914,276,-150,426,85,-71,159,-71,304,33,17,19,90,55,83,55
192,-108.074,41.05,DGVM-full-400ppm,ppt,1.2,15.70566667,18.58966667,cold.Psummer,mid,0.971742955,-3.097883694,43,166,38,8914,276,-150,426,85,-71,159,-71,304,33,17,19,90,55,83,55
192,-108.0774188,41.05208122,DRS,temp,4,53.33333333,73.33333333,cold.Psummer,mid,0.971742955,-3.097883694,43,166,38,8914,276,-150,426,85,-71,159,-71,304,33,17,19,90,55,83,55
192,-108.0774188,41.05208122,randfor,temp,0.2,17.8633995,17.0522003,cold.Psummer,mid,0.971742955,-3.097883694,43,166,38,8914,276,-150,426,85,-71,159,-71,304,33,17,19,90,55,83,55
192,-108.0774188,41.05208122,randfor,ppt,1.1,17.8633995,21.1921005,cold.Psummer,mid,0.971742955,-3.097883694,43,166,38,8914,276,-150,426,85,-71,159,-71,304,33,17,19,90,55,83,55
192,-108.0774188,41.05208122,randfor,temp,2,17.8633995,19.1548004,cold.Psummer,mid,0.971742955,-3.097883694,43,166,38,8914,276,-150,426,85,-71,159,-71,304,33,17,19,90,55,83,55
192,-108.074,41.05,DGVM-full-400ppm,ppt,1.1,15.70566667,16.291,cold.Psummer,mid,0.971742955,-3.097883694,43,166,38,8914,276,-150,426,85,-71,159,-71,304,33,17,19,90,55,83,55
192,-108.0774188,41.05208122,AK,ppt,1.1,6.240606461,6.155754861,cold.Psummer,mid,0.971742955,-3.097883694,43,166,38,8914,276,-150,426,85,-71,159,-71,304,33,17,19,90,55,83,55
193,-108.0426188,41.05208122,DRS,ppt,1.2,53.33333333,53.33333333,cold.Psummer,mid,0.483794514,-3.316383689,47,170,39,9039,284,-150,434,91,-70,164,-70,290,32,16,20,87,52,79,52
193,-108.041,41.05,DGVM-full-400ppm,ppt,1.1,13.52166667,13.008,cold.Psummer,mid,0.483794514,-3.316383689,47,170,39,9039,284,-150,434,91,-70,164,-70,290,32,16,20,87,52,79,52
193,-108.0426188,41.05208122,randfor,temp,4,14.3455,17.1205997,cold.Psummer,mid,0.483794514,-3.316383689,47,170,39,9039,284,-150,434,91,-70,164,-70,290,32,16,20,87,52,79,52
193,-108.0426188,41.05208122,DRS,ppt,0.9,53.33333333,53.33333333,cold.Psummer,mid,0.483794514,-3.316383689,47,170,39,9039,284,-150,434,91,-70,164,-70,290,32,16,20,87,52,79,52
193,-108.0426188,41.05208122,randfor,temp,2,14.3455,16.8992996,cold.Psummer,mid,0.483794514,-3.316383689,47,170,39,9039,284,-150,434,91,-70,164,-70,290,32,16,20,87,52,79,52
193,-108.041,41.05,DGVM-full-400ppm,temp,2,13.52166667,5.417,cold.Psummer,mid,0.483794514,-3.316383689,47,170,39,9039,284,-150,434,91,-70,164,-70,290,32,16,20,87,52,79,52
193,-108.0426188,41.05208122,AK,ppt,0.9,6.240606461,6.325325254,cold.Psummer,mid,0.483794514,-3.316383689,47,170,39,9039,284,-150,434,91,-70,164,-70,290,32,16,20,87,52,79,52
193,-108.041,41.05,DGVM-full-400ppm,ppt,1.2,13.52166667,15.46266667,cold.Psummer,mid,0.483794514,-3.316383689,47,170,39,9039,284,-150,434,91,-70,164,-70,290,32,16,20,87,52,79,52
193,-108.041,41.05,DGVM-full-400ppm,ppt,0.9,13.52166667,9.877,cold.Psummer,mid,0.483794514,-3.316383689,47,170,39,9039,284,-150,434,91,-70,164,-70,290,32,16,20,87,52,79,52
193,-108.041,41.05,DGVM-full-400ppm,temp,0.2,13.52166667,13.036,cold.Psummer,mid,0.483794514,-3.316383689,47,170,39,9039,284,-150,434,91,-70,164,-70,290,32,16,20,87,52,79,52
193,-108.0426188,41.05208122,AK,temp,0.2,6.240606461,6.32296974,cold.Psummer,mid,0.483794514,-3.316383689,47,170,39,9039,284,-150,434,91,-70,164,-70,290,32,16,20,87,52,79,52
193,-108.0426188,41.05208122,randfor,temp,0.2,14.3455,14.1757002,cold.Psummer,mid,0.483794514,-3.316383689,47,170,39,9039,284,-150,434,91,-70,164,-70,290,32,16,20,87,52,79,52
193,-108.0426188,41.05208122,DRS,ppt,1.1,53.33333333,50,cold.Psummer,mid,0.483794514,-3.316383689,47,170,39,9039,284,-150,434,91,-70,164,-70,290,32,16,20,87,52,79,52
193,-108.0426188,41.05208122,DRS,temp,4,53.33333333,73.33333333,cold.Psummer,mid,0.483794514,-3.316383689,47,170,39,9039,284,-150,434,91,-70,164,-70,290,32,16,20,87,52,79,52
193,-108.0426188,41.05208122,DRS,temp,0.2,53.33333333,56.66666667,cold.Psummer,mid,0.483794514,-3.316383689,47,170,39,9039,284,-150,434,91,-70,164,-70,290,32,16,20,87,52,79,52
193,-108.0426188,41.05208122,AK,ppt,1.2,6.240606461,6.074557744,cold.Psummer,mid,0.483794514,-3.316383689,47,170,39,9039,284,-150,434,91,-70,164,-70,290,32,16,20,87,52,79,52
193,-108.041,41.05,DGVM-full-400ppm,temp,4,13.52166667,6.64,cold.Psummer,mid,0.483794514,-3.316383689,47,170,39,9039,284,-150,434,91,-70,164,-70,290,32,16,20,87,52,79,52
193,-108.0426188,41.05208122,DRS,temp,2,53.33333333,56.66666667,cold.Psummer,mid,0.483794514,-3.316383689,47,170,39,9039,284,-150,434,91,-70,164,-70,290,32,16,20,87,52,79,52
193,-108.0426188,41.05208122,AK,temp,4,6.240606461,8.111719724,cold.Psummer,mid,0.483794514,-3.316383689,47,170,39,9039,284,-150,434,91,-70,164,-70,290,32,16,20,87,52,79,52
193,-108.0426188,41.05208122,randfor,ppt,1.1,14.3455,20.8983994,cold.Psummer,mid,0.483794514,-3.316383689,47,170,39,9039,284,-150,434,91,-70,164,-70,290,32,16,20,87,52,79,52
193,-108.0426188,41.05208122,AK,ppt,1.1,6.240606461,6.157022357,cold.Psummer,mid,0.483794514,-3.316383689,47,170,39,9039,284,-150,434,91,-70,164,-70,290,32,16,20,87,52,79,52
193,-108.0426188,41.05208122,AK,temp,2,6.240606461,7.114917464,cold.Psummer,mid,0.483794514,-3.316383689,47,170,39,9039,284,-150,434,91,-70,164,-70,290,32,16,20,87,52,79,52
193,-108.0426188,41.05208122,randfor,ppt,0.9,14.3455,14.4813995,cold.Psummer,mid,0.483794514,-3.316383689,47,170,39,9039,284,-150,434,91,-70,164,-70,290,32,16,20,87,52,79,52
193,-108.0426188,41.05208122,randfor,ppt,1.2,14.3455,20.3938007,cold.Psummer,mid,0.483794514,-3.316383689,47,170,39,9039,284,-150,434,91,-70,164,-70,290,32,16,20,87,52,79,52
194,-107.7410188,41.05208122,DRS,ppt,0.9,63.33333333,63.33333333,cold.Psummer,mid,0.451806873,-3.364178172,52,170,38,9242,291,-149,440,98,-68,172,-68,301,33,17,19,89,56,79,56
194,-107.7410188,41.05208122,DRS,temp,2,63.33333333,66.66666667,cold.Psummer,mid,0.451806873,-3.364178172,52,170,38,9242,291,-149,440,98,-68,172,-68,301,33,17,19,89,56,79,56
194,-107.7410188,41.05208122,randfor,ppt,0.9,23.4598999,23.0042992,cold.Psummer,mid,0.451806873,-3.364178172,52,170,38,9242,291,-149,440,98,-68,172,-68,301,33,17,19,89,56,79,56
194,-107.741,41.05,DGVM-full-400ppm,temp,4,12.49633333,7.983,cold.Psummer,mid,0.451806873,-3.364178172,52,170,38,9242,291,-149,440,98,-68,172,-68,301,33,17,19,89,56,79,56
194,-107.741,41.05,DGVM-full-400ppm,ppt,1.2,12.49633333,11.02366667,cold.Psummer,mid,0.451806873,-3.364178172,52,170,38,9242,291,-149,440,98,-68,172,-68,301,33,17,19,89,56,79,56
194,-107.7410188,41.05208122,DRS,temp,0.2,63.33333333,63.33333333,cold.Psummer,mid,0.451806873,-3.364178172,52,170,38,9242,291,-149,440,98,-68,172,-68,301,33,17,19,89,56,79,56
194,-107.7410188,41.05208122,DRS,temp,4,63.33333333,80,cold.Psummer,mid,0.451806873,-3.364178172,52,170,38,9242,291,-149,440,98,-68,172,-68,301,33,17,19,89,56,79,56
194,-107.7410188,41.05208122,AK,temp,0.2,6.240606461,6.295841033,cold.Psummer,mid,0.451806873,-3.364178172,52,170,38,9242,291,-149,440,98,-68,172,-68,301,33,17,19,89,56,79,56
194,-107.7410188,41.05208122,AK,temp,2,6.240606461,6.815478777,cold.Psummer,mid,0.451806873,-3.364178172,52,170,38,9242,291,-149,440,98,-68,172,-68,301,33,17,19,89,56,79,56
194,-107.7410188,41.05208122,DRS,ppt,1.1,63.33333333,63.33333333,cold.Psummer,mid,0.451806873,-3.364178172,52,170,38,9242,291,-149,440,98,-68,172,-68,301,33,17,19,89,56,79,56
194,-107.7410188,41.05208122,randfor,temp,4,23.4598999,26.6096001,cold.Psummer,mid,0.451806873,-3.364178172,52,170,38,9242,291,-149,440,98,-68,172,-68,301,33,17,19,89,56,79,56
194,-107.741,41.05,DGVM-full-400ppm,ppt,0.9,12.49633333,9.290666667,cold.Psummer,mid,0.451806873,-3.364178172,52,170,38,9242,291,-149,440,98,-68,172,-68,301,33,17,19,89,56,79,56
194,-107.741,41.05,DGVM-full-400ppm,temp,2,12.49633333,8.117666667,cold.Psummer,mid,0.451806873,-3.364178172,52,170,38,9242,291,-149,440,98,-68,172,-68,301,33,17,19,89,56,79,56
194,-107.7410188,41.05208122,randfor,ppt,1.2,23.4598999,28.2964993,cold.Psummer,mid,0.451806873,-3.364178172,52,170,38,9242,291,-149,440,98,-68,172,-68,301,33,17,19,89,56,79,56
194,-107.7410188,41.05208122,randfor,ppt,1.1,23.4598999,26.9981995,cold.Psummer,mid,0.451806873,-3.364178172,52,170,38,9242,291,-149,440,98,-68,172,-68,301,33,17,19,89,56,79,56
194,-107.7410188,41.05208122,randfor,temp,0.2,23.4598999,24.4827003,cold.Psummer,mid,0.451806873,-3.364178172,52,170,38,9242,291,-149,440,98,-68,172,-68,301,33,17,19,89,56,79,56
194,-107.741,41.05,DGVM-full-400ppm,temp,0.2,12.49633333,12.70333333,cold.Psummer,mid,0.451806873,-3.364178172,52,170,38,9242,291,-149,440,98,-68,172,-68,301,33,17,19,89,56,79,56
194,-107.7410188,41.05208122,DRS,ppt,1.2,63.33333333,63.33333333,cold.Psummer,mid,0.451806873,-3.364178172,52,170,38,9242,291,-149,440,98,-68,172,-68,301,33,17,19,89,56,79,56
194,-107.7410188,41.05208122,AK,ppt,1.1,6.240606461,6.193162654,cold.Psummer,mid,0.451806873,-3.364178172,52,170,38,9242,291,-149,440,98,-68,172,-68,301,33,17,19,89,56,79,56
194,-107.741,41.05,DGVM-full-400ppm,ppt,1.1,12.49633333,11.76666667,cold.Psummer,mid,0.451806873,-3.364178172,52,170,38,9242,291,-149,440,98,-68,172,-68,301,33,17,19,89,56,79,56
194,-107.7410188,41.05208122,AK,temp,4,6.240606461,7.443307194,cold.Psummer,mid,0.451806873,-3.364178172,52,170,38,9242,291,-149,440,98,-68,172,-68,301,33,17,19,89,56,79,56
194,-107.7410188,41.05208122,AK,ppt,1.2,6.240606461,6.146079536,cold.Psummer,mid,0.451806873,-3.364178172,52,170,38,9242,291,-149,440,98,-68,172,-68,301,33,17,19,89,56,79,56
194,-107.7410188,41.05208122,AK,ppt,0.9,6.240606461,6.28841372,cold.Psummer,mid,0.451806873,-3.364178172,52,170,38,9242,291,-149,440,98,-68,172,-68,301,33,17,19,89,56,79,56
194,-107.7410188,41.05208122,randfor,temp,2,23.4598999,26.6707001,cold.Psummer,mid,0.451806873,-3.364178172,52,170,38,9242,291,-149,440,98,-68,172,-68,301,33,17,19,89,56,79,56
195,-107.6946188,41.05208122,randfor,ppt,1.1,21.2768002,21.9094009,cold.Psummer,mid,0.124402542,-3.491074645,56,171,38,9357,297,-148,445,103,-66,176,-66,295,33,16,20,88,54,77,54
195,-107.691,41.05,DGVM-full-400ppm,ppt,1.2,11.99533333,13.24633333,cold.Psummer,mid,0.124402542,-3.491074645,56,171,38,9357,297,-148,445,103,-66,176,-66,295,33,16,20,88,54,77,54
195,-107.6946188,41.05208122,AK,temp,4,6.240606461,7.567913607,cold.Psummer,mid,0.124402542,-3.491074645,56,171,38,9357,297,-148,445,103,-66,176,-66,295,33,16,20,88,54,77,54
195,-107.6946188,41.05208122,randfor,ppt,1.2,21.2768002,24.5139008,cold.Psummer,mid,0.124402542,-3.491074645,56,171,38,9357,297,-148,445,103,-66,176,-66,295,33,16,20,88,54,77,54
195,-107.691,41.05,DGVM-full-400ppm,temp,4,11.99533333,8.942333333,cold.Psummer,mid,0.124402542,-3.491074645,56,171,38,9357,297,-148,445,103,-66,176,-66,295,33,16,20,88,54,77,54
195,-107.691,41.05,DGVM-full-400ppm,temp,0.2,11.99533333,8.397666667,cold.Psummer,mid,0.124402542,-3.491074645,56,171,38,9357,297,-148,445,103,-66,176,-66,295,33,16,20,88,54,77,54
195,-107.6946188,41.05208122,AK,ppt,0.9,6.240606461,6.269224534,cold.Psummer,mid,0.124402542,-3.491074645,56,171,38,9357,297,-148,445,103,-66,176,-66,295,33,16,20,88,54,77,54
195,-107.6946188,41.05208122,AK,ppt,1.1,6.240606461,6.212119026,cold.Psummer,mid,0.124402542,-3.491074645,56,171,38,9357,297,-148,445,103,-66,176,-66,295,33,16,20,88,54,77,54
195,-107.691,41.05,DGVM-full-400ppm,temp,2,11.99533333,9.069333333,cold.Psummer,mid,0.124402542,-3.491074645,56,171,38,9357,297,-148,445,103,-66,176,-66,295,33,16,20,88,54,77,54
195,-107.6946188,41.05208122,AK,temp,0.2,6.240606461,6.301069428,cold.Psummer,mid,0.124402542,-3.491074645,56,171,38,9357,297,-148,445,103,-66,176,-66,295,33,16,20,88,54,77,54
195,-107.6946188,41.05208122,AK,ppt,1.2,6.240606461,6.183761631,cold.Psummer,mid,0.124402542,-3.491074645,56,171,38,9357,297,-148,445,103,-66,176,-66,295,33,16,20,88,54,77,54
195,-107.6946188,41.05208122,randfor,ppt,0.9,21.2768002,23.2346992,cold.Psummer,mid,0.124402542,-3.491074645,56,171,38,9357,297,-148,445,103,-66,176,-66,295,33,16,20,88,54,77,54
195,-107.6946188,41.05208122,DRS,temp,2,70,63.33333333,cold.Psummer,mid,0.124402542,-3.491074645,56,171,38,9357,297,-148,445,103,-66,176,-66,295,33,16,20,88,54,77,54
195,-107.691,41.05,DGVM-full-400ppm,ppt,1.1,11.99533333,13.27866667,cold.Psummer,mid,0.124402542,-3.491074645,56,171,38,9357,297,-148,445,103,-66,176,-66,295,33,16,20,88,54,77,54
195,-107.6946188,41.05208122,DRS,ppt,0.9,70,63.33333333,cold.Psummer,mid,0.124402542,-3.491074645,56,171,38,9357,297,-148,445,103,-66,176,-66,295,33,16,20,88,54,77,54
195,-107.6946188,41.05208122,DRS,ppt,1.1,70,66.66666667,cold.Psummer,mid,0.124402542,-3.491074645,56,171,38,9357,297,-148,445,103,-66,176,-66,295,33,16,20,88,54,77,54
195,-107.6946188,41.05208122,DRS,temp,4,70,73.33333333,cold.Psummer,mid,0.124402542,-3.491074645,56,171,38,9357,297,-148,445,103,-66,176,-66,295,33,16,20,88,54,77,54
195,-107.6946188,41.05208122,randfor,temp,4,21.2768002,26.1023006,cold.Psummer,mid,0.124402542,-3.491074645,56,171,38,9357,297,-148,445,103,-66,176,-66,295,33,16,20,88,54,77,54
195,-107.6946188,41.05208122,AK,temp,2,6.240606461,6.872290052,cold.Psummer,mid,0.124402542,-3.491074645,56,171,38,9357,297,-148,445,103,-66,176,-66,295,33,16,20,88,54,77,54
195,-107.6946188,41.05208122,DRS,temp,0.2,70,63.33333333,cold.Psummer,mid,0.124402542,-3.491074645,56,171,38,9357,297,-148,445,103,-66,176,-66,295,33,16,20,88,54,77,54
195,-107.6946188,41.05208122,DRS,ppt,1.2,70,66.66666667,cold.Psummer,mid,0.124402542,-3.491074645,56,171,38,9357,297,-148,445,103,-66,176,-66,295,33,16,20,88,54,77,54
195,-107.6946188,41.05208122,randfor,temp,0.2,21.2768002,22.9706001,cold.Psummer,mid,0.124402542,-3.491074645,56,171,38,9357,297,-148,445,103,-66,176,-66,295,33,16,20,88,54,77,54
195,-107.691,41.05,DGVM-full-400ppm,ppt,0.9,11.99533333,10.12066667,cold.Psummer,mid,0.124402542,-3.491074645,56,171,38,9357,297,-148,445,103,-66,176,-66,295,33,16,20,88,54,77,54
195,-107.6946188,41.05208122,randfor,temp,2,21.2768002,25.6748009,cold.Psummer,mid,0.124402542,-3.491074645,56,171,38,9357,297,-148,445,103,-66,176,-66,295,33,16,20,88,54,77,54
196,-108.0890188,41.04273122,AK,temp,0.2,6.240606461,6.334820479,cold.Psummer,mid,0.535423076,-3.296907204,46,169,39,9046,282,-151,433,90,-70,164,-70,291,32,16,20,87,52,79,52
196,-108.0890188,41.04273122,DRS,ppt,1.2,53.33333333,46.66666667,cold.Psummer,mid,0.535423076,-3.296907204,46,169,39,9046,282,-151,433,90,-70,164,-70,291,32,16,20,87,52,79,52
196,-108.0890188,41.04273122,AK,ppt,1.2,6.240606461,6.072487604,cold.Psummer,mid,0.535423076,-3.296907204,46,169,39,9046,282,-151,433,90,-70,164,-70,291,32,16,20,87,52,79,52
196,-108.0890188,41.04273122,randfor,ppt,0.9,13.4925003,17.4603996,cold.Psummer,mid,0.535423076,-3.296907204,46,169,39,9046,282,-151,433,90,-70,164,-70,291,32,16,20,87,52,79,52
196,-108.0890188,41.04273122,AK,ppt,1.1,6.240606461,6.155973146,cold.Psummer,mid,0.535423076,-3.296907204,46,169,39,9046,282,-151,433,90,-70,164,-70,291,32,16,20,87,52,79,52
196,-108.0890188,41.04273122,AK,ppt,0.9,6.240606461,6.326403329,cold.Psummer,mid,0.535423076,-3.296907204,46,169,39,9046,282,-151,433,90,-70,164,-70,291,32,16,20,87,52,79,52
196,-108.0890188,41.04273122,randfor,ppt,1.1,13.4925003,17.7362003,cold.Psummer,mid,0.535423076,-3.296907204,46,169,39,9046,282,-151,433,90,-70,164,-70,291,32,16,20,87,52,79,52
196,-108.0890188,41.04273122,randfor,ppt,1.2,13.4925003,22.6578999,cold.Psummer,mid,0.535423076,-3.296907204,46,169,39,9046,282,-151,433,90,-70,164,-70,291,32,16,20,87,52,79,52
196,-108.0890188,41.04273122,randfor,temp,0.2,13.4925003,13.2088003,cold.Psummer,mid,0.535423076,-3.296907204,46,169,39,9046,282,-151,433,90,-70,164,-70,291,32,16,20,87,52,79,52
196,-108.0890188,41.04273122,DRS,ppt,0.9,53.33333333,50,cold.Psummer,mid,0.535423076,-3.296907204,46,169,39,9046,282,-151,433,90,-70,164,-70,291,32,16,20,87,52,79,52
196,-108.0890188,41.04273122,AK,temp,4,6.240606461,8.421260637,cold.Psummer,mid,0.535423076,-3.296907204,46,169,39,9046,282,-151,433,90,-70,164,-70,291,32,16,20,87,52,79,52
196,-108.0890188,41.04273122,AK,temp,2,6.240606461,7.24939815,cold.Psummer,mid,0.535423076,-3.296907204,46,169,39,9046,282,-151,433,90,-70,164,-70,291,32,16,20,87,52,79,52
196,-108.091,41.041,DGVM-full-400ppm,ppt,0.9,11.95466667,12.21666667,cold.Psummer,mid,0.535423076,-3.296907204,46,169,39,9046,282,-151,433,90,-70,164,-70,291,32,16,20,87,52,79,52
196,-108.091,41.041,DGVM-full-400ppm,temp,2,11.95466667,5.788,cold.Psummer,mid,0.535423076,-3.296907204,46,169,39,9046,282,-151,433,90,-70,164,-70,291,32,16,20,87,52,79,52
196,-108.0890188,41.04273122,randfor,temp,2,13.4925003,16.6380005,cold.Psummer,mid,0.535423076,-3.296907204,46,169,39,9046,282,-151,433,90,-70,164,-70,291,32,16,20,87,52,79,52
196,-108.0890188,41.04273122,randfor,temp,4,13.4925003,16.8875008,cold.Psummer,mid,0.535423076,-3.296907204,46,169,39,9046,282,-151,433,90,-70,164,-70,291,32,16,20,87,52,79,52
196,-108.0890188,41.04273122,DRS,temp,2,53.33333333,70,cold.Psummer,mid,0.535423076,-3.296907204,46,169,39,9046,282,-151,433,90,-70,164,-70,291,32,16,20,87,52,79,52
196,-108.091,41.041,DGVM-full-400ppm,temp,4,11.95466667,6.634333333,cold.Psummer,mid,0.535423076,-3.296907204,46,169,39,9046,282,-151,433,90,-70,164,-70,291,32,16,20,87,52,79,52
196,-108.091,41.041,DGVM-full-400ppm,temp,0.2,11.95466667,13.10233333,cold.Psummer,mid,0.535423076,-3.296907204,46,169,39,9046,282,-151,433,90,-70,164,-70,291,32,16,20,87,52,79,52
196,-108.091,41.041,DGVM-full-400ppm,ppt,1.2,11.95466667,14.67166667,cold.Psummer,mid,0.535423076,-3.296907204,46,169,39,9046,282,-151,433,90,-70,164,-70,291,32,16,20,87,52,79,52
196,-108.091,41.041,DGVM-full-400ppm,ppt,1.1,11.95466667,16.505,cold.Psummer,mid,0.535423076,-3.296907204,46,169,39,9046,282,-151,433,90,-70,164,-70,291,32,16,20,87,52,79,52
196,-108.0890188,41.04273122,DRS,temp,0.2,53.33333333,53.33333333,cold.Psummer,mid,0.535423076,-3.296907204,46,169,39,9046,282,-151,433,90,-70,164,-70,291,32,16,20,87,52,79,52
196,-108.0890188,41.04273122,DRS,temp,4,53.33333333,70,cold.Psummer,mid,0.535423076,-3.296907204,46,169,39,9046,282,-151,433,90,-70,164,-70,291,32,16,20,87,52,79,52
196,-108.0890188,41.04273122,DRS,ppt,1.1,53.33333333,53.33333333,cold.Psummer,mid,0.535423076,-3.296907204,46,169,39,9046,282,-151,433,90,-70,164,-70,291,32,16,20,87,52,79,52
197,-107.7410188,41.03338122,AK,ppt,0.9,6.240606461,6.294470496,cold.Psummer,mid,0.326040101,-3.441979687,54,172,38,9306,294,-149,443,101,-67,174,-67,299,33,17,19,88,56,78,56
197,-107.7410188,41.03338122,DRS,temp,2,60,66.66666667,cold.Psummer,mid,0.326040101,-3.441979687,54,172,38,9306,294,-149,443,101,-67,174,-67,299,33,17,19,88,56,78,56
197,-107.741,41.033,DGVM-full-400ppm,temp,0.2,10.53366667,9.173333333,cold.Psummer,mid,0.326040101,-3.441979687,54,172,38,9306,294,-149,443,101,-67,174,-67,299,33,17,19,88,56,78,56
197,-107.7410188,41.03338122,AK,temp,2,6.240606461,6.768082474,cold.Psummer,mid,0.326040101,-3.441979687,54,172,38,9306,294,-149,443,101,-67,174,-67,299,33,17,19,88,56,78,56
